wtd_std_ThermalConductivity,wtd_gmean_Valence,range_ThermalConductivity,wtd_mean_atomic_mass,wtd_mean_ThermalConductivity,critical_temp
27.027152783065,2.2973967099940698,199.97342,35.983909999999995,13.890948000000002,0.5
3.8089159099014,4.25772854749344,7.97342,94.391875,3.08352,4.1
138.545297888376,2.2352665157019502,399.97342000000003,57.88975177142861,60.92947428571429,26.0
159.61789029596,1.8234449771164298,399.97342000000003,45.2960804266667,109.080992,76.0
6.258146690514691,4.949857134186,60.0,51.026770899999995,31.66,3.82
46.4,4.33788708479079,116.0,92.1712,46.2,5.18
137.253474809004,2.26601408608457,399.97342000000003,59.549918999999996,71.194176,77.0
166.21191139676,2.06366065722851,399.97342000000003,53.6228621329212,98.00498185471409,78.0
167.295738990658,2.06436803268003,399.97342000000003,51.79638828125,97.904745625,64.0
137.579264999148,2.2598970929242403,399.97342000000003,59.2244,72.414176,92.0
17.5339670354429,3.39345819027159,44.0,69.83064,58.6,38.0
136.622329997474,2.25464886100984,399.97342000000003,58.4017935648421,71.03658196193841,89.1
166.260841479615,2.06371066807818,399.97342000000003,51.4396718484145,96.4334260943542,83.0
29.854854961817605,3.23144943236786,78.97341999999999,70.63108333333331,40.00443,39.3
170.97671978725,2.05857949782726,399.97342000000003,50.3158649341403,103.46746501246,89.0
45.069748415342,2.75605859913512,127.0,40.4209066666667,65.4666666666667,14.0
16.462250635924597,6.75408286784695,39.0,,57.048,1.67
138.33689595373698,2.23204838770851,399.97342000000003,57.069532943858604,61.0297518438301,40.0
127.501696556658,2.25295390127304,399.97342000000003,50.74028235294121,59.8274,32.0
124.942530489265,2.06257194680599,399.97342000000003,33.5200755555556,72.1258777777778,21.0
61.59804684403559,4.77422423402146,143.0,,128.925,6.5
17.2909705916123,3.46956847116559,44.0,74.286288,58.343999999999994,16.0
135.342034067801,2.25806106988415,399.97342000000003,59.1595893333333,71.06217600000001,33.8
209.604273704002,1.36079000017438,429.97342000000003,51.2265192444444,167.247141111111,1.5
5.58870289065361,6.0,30.0,,121.08,0.41
167.088722375607,2.0808504444167597,399.97342000000003,56.2446042007001,98.51281259432129,59.2
167.55400441993,2.0646760285273,399.97342000000003,51.9649769230769,98.3657102982732,82.6
62.696801265207206,2.6207413942089,133.0,15.309000000000001,71.3333333333333,40.5
31.4647902204196,3.02715652425049,78.97341999999999,77.39147508,35.006673,45.0
147.192100439385,2.19347774885274,399.97342000000003,53.861350526315796,89.2482,93.0
143.06098087650102,2.73834389304861,399.97342000000003,,81.5210966666667,40.3
138.335245522848,2.23756463085606,399.97342000000003,57.5717407337228,60.9809545519305,16.5
153.960029720553,2.07733419831232,399.97342000000003,37.8892858830409,104.996601052632,14.0
142.283996329454,2.76812532567752,399.97342000000003,,79.4410966666667,21.1
166.82423452817102,2.06381092585595,399.97342000000003,51.4913790859799,97.07077209914792,93.0
181.35625094064,2.1192680453341,399.97342000000003,76.7734957142857,201.46094,65.3
2.7,4.88966384271464,9.0,50.63405,30.1,6.03
136.046125216086,2.26721407837698,399.97342000000003,59.8531221494102,68.7824083093054,89.7
192.21096582146401,2.1192680453341,399.97342000000003,91.2202,178.146654285714,91.7
146.890633370187,2.19103257579197,399.97342000000003,53.638753218210404,88.8052707378336,105.3
122.697939665256,2.13914791479413,399.97417,35.808743915343896,61.6031774603175,31.0
56.5218683343005,4.849076987626161,238.0,,305.72,0.0111
62.696801265207206,2.6207413942089,133.0,15.309000000000001,71.3333333333333,38.8
174.98518448478,2.0547993181274298,399.97342000000003,53.9198133333333,110.014176,74.0
9.24751465854475,2.9806006688640694,73.7,,80.8208,3.342
51.155650846794394,2.2992173843359303,399.97342000000003,45.745985,23.515948,20.4
165.984701027108,2.09325633372515,399.97342000000003,50.02214,97.50662,17.9
30.0603659325697,2.3349610755835,81.0,42.365244,114.12,8.0
30.862848042340804,3.03280185244338,99.97341999999999,72.8730750255,36.7691758,30.1
134.81845309527,2.2278432277024702,399.97342000000003,56.07564998571429,58.26404571428571,37.0
166.905898795799,2.04311332892551,399.97342000000003,50.5921276923077,104.722004615385,33.0
167.32137471843,2.0705587156126897,399.97342000000003,52.949765360696496,103.069219925373,54.0
41.5,3.16227766016838,83.0,,49.5,4.25
19.5163748910726,2.94168275343288,58.0,,68.3333333333333,1.86
51.5285115251741,5.23317569696053,119.0,63.9325,60.75,0.38
124.880636363162,2.15391413141767,399.97342000000003,36.7428585555556,66.66254444444439,26.5
129.449606829401,2.23553527798975,399.97342000000003,69.91075875,59.38704,41.0
166.713984770748,2.08202954392526,399.97342000000003,56.6958622393822,96.64746957528959,50.3
165.279379600166,2.06351109461823,399.97342000000003,51.30474263685429,95.1923872474942,85.0
3.49927106111883,3.0,10.0,21.967407142857102,25.571428571428598,6.0
36.4889788061586,3.4140003800965797,78.48,71.5799655172414,39.2965517241379,32.0
51.55148451359629,2.94168275343288,133.0,21.080365833333303,61.3333333333333,31.5
10.5,3.8729833462074197,21.0,72.3223,39.5,3.0
160.399698042961,2.2133638394006403,399.97342000000003,,141.0033225,106.0
1.8764594320155201,3.0260034359508103,11.0,,81.67,4.45
45.03239574646971,2.7494592739972097,123.0,39.9875583333333,65.5,11.0
158.948374783825,2.1521920574347297,399.97342000000003,47.93668346153849,92.85277384615391,17.0
56.148847420287,4.160287328390339,139.0,,77.9998,3.2
30.564004302447,4.8778848039437595,79.0,,32.121,2.25
165.915541595068,2.0,399.97342000000003,78.69649090909091,204.02968909090902,125.0
167.572847057925,2.0,399.97342000000003,42.3148285714286,125.537732380952,115.9
0.0,7.0,0.0,,48.0,7.0
155.759419672517,2.01628454322486,399.97342000000003,,88.765316,90.6
139.693315590022,2.47933318194355,399.97342000000003,88.4572995454545,112.792416363636,71.0
161.15583677561898,2.07886550359712,399.97342000000003,51.1034930769231,90.4727738461538,48.3
0.226548008157212,3.0,2.0,,12.974,1.38
0.8694619025581279,4.3938200942482295,2.0,55.6932195,30.494,14.9
44.44434019084989,5.452316978009651,89.0,74.7525375,73.275,3.12
46.1415214313529,3.1662084469241805,150.0,58.613416928,85.6,17.8
28.210321714343802,2.87190318138795,70.8195,66.821407260274,40.6527602739726,3.05
0.696491205974634,3.98850925343573,7.0,90.76131912,22.93,0.32
165.160180003385,2.06336223306145,399.97342000000003,51.254129999999996,95.10661999999999,73.0
162.64399742179899,2.07303817332395,399.97342000000003,57.7898730769231,93.8104661538461,90.0
162.922882806751,2.03130314805038,399.97342000000003,36.48823898305079,123.26820305084699,75.0
183.711105504993,2.50409905902021,399.97342000000003,,160.4720725,107.1
21.4077152378094,2.32363846782234,99.97341999999999,74.14614240000002,9.151947999999999,28.0
24.5809320861155,3.9148676411688594,58.0,,57.6666666666667,2.5
45.03239574646971,2.7494592739972097,123.0,53.3256183333333,65.5,10.88
0.0,6.0,0.0,,87.0,0.62
34.533120173087305,3.94287541342726,77.0,80.9998885833333,45.116666666666696,5.56
35.7872711899276,2.3637914849384503,86.97341999999999,67.7068724333333,23.3510533333333,3.25
167.467831599086,2.06457303629674,399.97342000000003,51.9086045454546,98.21157373040751,63.0
36.817400033679704,4.0,77.0,79.799513191,50.2426,2.67
29.4315885915948,3.39345819027159,78.764,73.970925384,48.631152,30.5
79.71337542860809,2.76632373444518,208.0,15.665871813333302,81.3333333333333,12.2
10.8,4.18255821036509,27.0,,29.6,8.15
167.259018440095,2.07562362585757,429.97342000000003,79.76166256544501,197.047285863874,116.0
25.020191845787302,3.63701843455952,85.0,74.35314,62.7,7.0
167.52650265806298,2.06928822500047,399.97342000000003,52.344625882352894,98.25720901960779,52.2
190.667420253439,2.12978666775592,399.97342000000003,81.4238013928571,176.86094,84.0
46.739811724053794,3.9326144432748698,129.0,80.58355,136.3,1.3
46.151020212630904,2.7494592739972097,129.0,52.25325,64.5,6.51
146.480572287165,2.08720889861909,399.97342000000003,58.6425578947368,90.9613578947368,116.0
5.7570308319480095,6.0,49.0,,119.314,0.43
78.3752990424917,4.4005586839669695,181.0,76.42516965,99.25,18.2
166.590509752515,2.0817076872005003,399.97342000000003,55.1533955384615,96.0912353846154,54.8
65.1564271580325,3.9585237323186804,133.0,94.50571,70.2,1.48
165.155037843575,2.0672271778151203,399.97342000000003,51.2101223076923,94.91738923076919,86.4
138.44788196188802,2.22776958603197,399.97342000000003,56.89673502,61.30604571428571,33.0
166.909770832964,2.06391149964508,399.97342000000003,51.5464480993018,97.22134493405741,92.0
0.0,5.0,0.0,,8.0,3.93
31.286396013971896,3.18730135440758,119.97341999999999,69.32554250000001,36.914145,13.0
45.03239574646971,2.7494592739972097,123.0,39.9875583333333,65.5,15.0
137.49710158265802,2.22683496772043,399.97342000000003,44.30736071428571,71.94376,35.0
22.2071700133088,2.0,64.0,,104.96,0.145
43.1875921934569,2.3637914849384503,99.97341999999999,57.2838555555555,30.462164444444397,9.6
40.1180395832099,4.56824989268618,121.0,50.224,46.23,7.8
149.946914808066,2.0,399.97342000000003,61.5342,87.03829,128.0
0.0,4.0,0.0,28.0855,150.0,5.2
74.0,4.242640687119279,148.0,,161.0,0.39
66.2210923565893,5.18869216672582,138.48,80.0125135135135,63.5102702702703,3.5
191.596804962442,2.1192680453341,399.97342000000003,92.31738857142858,178.86094,92.4
184.939269523863,2.14115440925389,399.97342000000003,79.5481551785714,174.825225714286,68.0
166.470464374099,2.07251466147847,399.97342000000003,52.0456930769231,96.33738923076919,75.6
0.0,2.0,0.0,87.62,35.0,7.0
12.998362204717901,3.7444709698144196,104.0,14.2782061977778,138.349206349206,14.0
0.122743268654538,3.0,1.0,,13.0153,1.58
46.226495528959205,4.64158883361278,100.0,65.3044933333333,84.6666666666667,8.2
20.0,3.7763500451796097,50.0,63.3103,160.0,3.0
5.6020112498509,3.9045806699167698,16.97342,86.47514032,4.367428,3.0
22.8637267303474,3.7224194364084,54.0,,56.5,5.02
165.986561551854,2.04096030729891,399.97342000000003,89.0439483333333,189.60388166666698,114.0
113.96079408022699,2.01851541199758,399.97342000000003,44.5696113636364,73.6054072727273,121.3
16.0736422443701,4.89193780833469,43.0,,19.055,1.3
22.2,3.1572293374467795,74.0,,74.6,5.05
161.927636664144,2.19174538227049,399.97342000000003,71.81360416666669,193.50221499999998,31.0
159.577099210418,2.10657751317884,399.97342000000003,44.006342748091605,93.27776473282441,55.0
37.3938176708397,6.14982470401755,102.0,,133.68,0.55
147.257424225168,2.19605536963191,399.97342000000003,53.870721052631595,89.1060947368421,108.0
54.8,4.44128606984584,137.0,,122.6,1.58
14.289419162443199,3.06410929211744,33.0,,21.25,5.25
0.0,4.0,0.0,12.0107,140.0,0.38
20.2099381493363,3.4724627982742406,65.0,70.07769559999998,60.28,12.9
159.28660410518998,2.0847092145518102,399.97342000000003,56.307420769230795,87.7889276923077,11.8
56.1036992244421,4.16016764610381,137.0,,78.04,3.27
15.0,3.8729833462074197,30.0,95.87944,42.0,4.0
166.568214032279,2.06790997801278,399.97342000000003,58.106337254902,96.6768168627451,90.0
0.0,6.0,0.0,,3.0,4.28
19.6768003137765,5.017229073342559,117.0,63.819994117647106,136.0,10.9
125.14067084685101,5.0,289.0,87.44776725,103.25,0.74
38.3175247112858,4.24264068711929,78.48,85.6425,40.69,13.2
173.58680464438498,2.0547993181274298,399.97342000000003,49.725718,108.72084266666701,36.7
138.579130686535,2.4380273084089503,399.97342000000003,58.4628789285714,60.82947428571429,17.0
61.48780366869509,5.23317569696053,142.0,,43.5,3.2
166.440382618967,2.06336223306145,399.97342000000003,51.2456653846154,96.3989276923077,66.0
166.10631297655002,2.0636256963200803,399.97342000000003,47.5506821503051,98.106484224917,83.3
162.810294428644,1.96874017981171,429.97342000000003,67.2452681818182,240.320598181818,98.5
146.45958303952102,2.1937548741439796,399.97342000000003,57.25400199778029,73.38880863485021,38.7
121.93486028602,2.40875927698358,399.97342000000003,66.1093968085106,48.1659021276596,15.0
143.371837487981,2.72360480931595,399.97342000000003,,80.8210966666667,14.0
164.365177800144,2.54048876893044,399.97342000000003,98.32841175,135.2033225,90.58
52.8194093113507,3.46410161513775,134.0,65.78961,101.9,2.78
67.58916611401399,4.471722831603019,206.0,80.9052656087043,81.95153313550941,20.7
46.573097126989495,4.34140623520224,116.0,92.180672,46.431999999999995,5.25
136.01596206240802,2.21978342968743,399.97342000000003,56.414763142857105,59.7351885714286,7.0
16.3294090523815,4.11515672094224,64.0,98.15442,27.48,5.66
136.742927171045,2.2752206346062995,399.97342000000003,60.038197499999995,69.364176,86.3
32.2751047108976,4.8829120457104995,79.0,,35.0646766169154,1.07
167.295738990658,2.06436803268003,399.97342000000003,51.79638828125,97.904745625,91.4
21.7236002404291,5.574470285060509,56.48,,12.9974517374517,1.8
3.82720524665192,4.82436981885801,15.0,50.52250884,29.95,6.09
15.780608353292301,4.33458572107454,35.0,72.88532679999999,33.82,8.56
32.9429774335574,2.4022940589674504,133.0,38.6674772413793,115.67586206896601,6.6
165.991615323706,2.61673091216103,399.97342000000003,,144.081772,83.6
136.631480409064,2.11110011888848,399.97342000000003,65.2390533333333,75.214176,106.8
138.180407891357,2.17991971156809,399.97342000000003,59.56104299428571,62.0152365714286,18.5
